OBJECTID,ZONE_CODE,PDR,PDR_DENSIT,CASE_NO,LABEL,EDITOR,ACTION_,COMMENT_,ACRES,BOC_DATE,CITY_COUNC,MAP_EDIT_D,ERROR_FIX_,UDO,ZONE_GEN,UDO_LABEL,DEVELOP_PL,UDO_LEGEND,IN_DATE,PDR_RNG,GlobalID,ShapeSTArea,ShapeSTLength
1180,RM-16, ,0,P03-20,RM-16(D),Wadeg, ,"P03-20; P01-11",18.14082449,,2013/12/16 05:00:00+00,2013/12/17 05:00:00+00,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{8F407640-ED94-4C32-B2C5-02899F5F25F0},790211.853027344,4433.87236034422
1181,NC, ,0,,NC, , ,P98-03,15.69241821,,1998/04/20 05:00:00+00,,,CN,COMMERCIAL,CN, ,17 - CN,,,{80E1DC7C-01F0-4430-959A-AC5D48F8ABE9},683559.607910156,5127.87452667332
1182,I-2, ,0, ,I-2, , , ,9.49207431,,,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{08D140E0-98EB-4E9C-A764-55DFCB192CFB},413473.468139648,3021.95517696324
1183,R-20, ,0, ,R-20, , , ,45.84614889,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{2802FE1A-7722-45AF-8D2E-1CDA44BC76AC},1997052.02233887,11227.9509165393
1184,I-1, ,0,P77-09,I-1, , , ,12.410739,,,,,IP,INDUSTRIAL,IP, ,22 - IP,,,{667691C5-8655-46B1-99C4-4122F0255D31},540610.106445312,3069.51259960232
1185,OI-1, ,0,P97-45,OI-1(D), , ,P96-21,3.58542287,,1998/07/20 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{17D2BFE3-83B1-4395-BEC9-761C3EFF2BA6},156180.533569336,1697.37212361744
1186,R-10(D), ,0,Z1300022A,R-10(D),Wadeg,Annexed ,"Z07-41;P94-49;P02-47;P03-69;P04-25;Z06-05A",8.36194501,2009/09/14 05:00:00+00,2003/01/21 05:00:00+00,,,RS-10,RES_RURAL_DENSITY,RS-10(D),(D), 8 - RS-10,2009/09/14 05:00:00+00,,{90A980D6-7024-44B3-A641-A25CA22F2279},364245.189819336,3561.97730889228
1187,PDR,Y,2.25,P00-87,PDR 2.25, , ,P01-30,25.43469778,2001/05/14 05:00:00+00,2001/07/16 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 2.250,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{26A72036-9A30-4E5B-B601-769ACAC01EDF},1107931.98291016,5475.28732807828
1188,RM-8, ,0,P91-06,RM-8, , , ,29.61540888,,1991/05/20 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{6122EB3B-CA00-4427-9023-D11950AC78D8},1290043.19104004,5528.05504222428
1189,I-2, ,0, ,I-2, , ,P87-54,95.42364674,,,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{216FB5BC-C217-4555-82A8-F6FF65F1C799},4156641.10083008,8793.77260890269
1190,R-5, ,0,P04-05,R-5(D), , , ,36.16300781,,2004/05/17 05:00:00+00,,,RU-5,RES_MEDIUM_DENSITY,RU-5(D),(D),11 - RU-5,,,{D8C2748D-2997-4984-A5CB-990F31A0FB29},1575255.71191406,8890.09065935138
1191,OI-2, ,0,P88-44,OI-2(D), , ,P81-39,12.24564641,,1988/09/19 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{A65188AA-3FD8-4BD1-B497-5B2543F92E71},533418.695678711,2920.55654077271
1192,RD, ,0,P93-03,NC, , , ,0.80571488,1993/02/22 05:00:00+00,,,2007/09/12 05:00:00+00,CN,COMMERCIAL,CN, ,17 - CN,,,{3712FB28-74E9-479F-9C24-76A3BAAE3F1B},35096.8309326172,800.833627270634
1193,PDR, ,0, ,PDR,Wadeg, ," Z0800002; P97-34, P04-50",9.95042153,,2013/11/18 05:00:00+00,2013/11/20 05:00:00+00,,PDR,RES_MEDIUM_DENSITY,PDR 4.180,(D), 3 - PDR-MDR (4 - 8 du/ac),,,{BD538CF0-08CC-4CB2-BF15-85D507DEB6A5},433439.011108398,3746.67639831778
1194,R-20, ,0,P89-58,R-20, , , ,8.51512597,1990/02/12 05:00:00+00,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{EAF34FCC-9FFB-47C1-8121-619135E329A1},370917.731567383,3200.58720736101
1195,,,,Z1000017,,Wadeg,,"P83-03;P84-34;P02-12",13.76413224,,2012/01/17 05:00:00+00,2012/01/18 05:00:00+00,,CD-P,COMPACT DESIGN-PEDESTRIAN BUS.,CD-P(N),,31 - CD-P,,,{E09C004F-16DC-4CC6-BE9E-17B657782297},599563.732543945,4690.62624099083
1196,NC, ,0, ,NC, , ,P76-27,0.24850479,,,,,CN,COMMERCIAL,CN, ,17 - CN,, ,{16A04E4C-D90F-49B1-B155-BEA44388663D},10824.8353271484,480.275282886815
1197,OI-1, ,0,P79-30,OI-1, , , ,0.24743728,,1979/11/12 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{C3237678-5DEF-475A-B7BC-C61FB5B12139},10778.3344726562,531.019828231765
1198,SC, ,0,,SC, , ,"P81-20;P85-52",24.48348598,,,,,CC,COMMERCIAL,CC, ,16 - CC,,,{364D58BC-7330-4862-8A5D-1A131EE445EB},1066497.32568359,4996.42958523085
1199,RM-12, ,0, ,RM-12, , , ,0.6723133,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{95B80344-E0F9-40E6-A63F-E3752C90E212},29285.8764648438,830.515759238265
1200,R-20, ,0, ,R-20, , ,P87-54,3.364e-05,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{15ABB83F-E255-4A6D-A5CE-310EF6EB13FC},1.46533203125,416.094125436656
1201,GC, ,0,P85-35,GC, , ,P81-05,6.59154229,,1985/06/17 05:00:00+00,,,CG,COMMERCIAL,CG, ,19 - CG,,,{9E4DBC7E-F272-4A12-8CF8-D7986DAACB8A},287126.687133789,2250.43669328881
1202,R-20, ,0, ,R-20, , ,P87-54,19.73613884,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{D4007DEF-BFAF-4AAC-A549-E7700CFAE115},859703.529296875,4875.56505627246
1203,OI-2, ,0,,OI-2, , ,P97-34,66.29145566,,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{89DA193C-0FF0-403A-ADA1-56818B99828B},2887646.81115723,8771.64196214959
1204,OI-1, ,0,,OI-1, , ,"P80-32;P81-29;P81-39;P87-01;P90-33;P93-11",8.5361163,,1993/04/19 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{32384D17-E3D2-4507-9A81-475846B13192},371832.067138672,2906.11203825263
1205,GC, ,0,,GC, , , ,3.42238495,,1980/01/15 05:00:00+00,,,CG,COMMERCIAL,CG, ,19 - CG,,,{01EB8D78-AF37-44E1-AB9C-08735A04BF8D},149078.623901367,2182.68317615299
1206,RD, ,0, ,RD,LDW ,Z1700016,"Z07-48;P02-15;P04-54;P02-09;86-12;91-11;91-57;91-58;93-39;P94-48;97-16;03-41",30.25635332,,2018/02/05 05:00:00+00,2018/02/11 05:00:00+00,,PDR,RES_LOW_DENSITY,PDR 3.997,(D), 2 - PDR-LDR (2 - 4 du/ac),,,{2290EE8C-FB82-4A21-A0DA-56DF4B256537},1317962.64404297,7904.67007203647
1207,RD, ,0, Z1300013,RD,Wadeg, ,"P94-49;P02-47;P03-69;P04-25;Z06-05A",0.97807942,,2013/12/19 05:00:00+00,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{E333D871-E64D-4CE1-B546-D79EB5CD82BE},42605.0067138672,921.040489093186
1208,R-8, ,0, ,R-8, , , ,121.05059679,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{689C2F17-0123-4ED7-AA5D-5D1EE0234FE8},5272947.56628418,10343.1966558477
1209,PDR,Y,3.75,P87-15,PDR   3.750, , , ,179.51039381,,1987/06/15 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.750,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{84E9D75F-ADA7-4B88-AF24-4617F9EC9F26},7819448.3894043,14042.2074907857
1210,R-10, ,0,P03-02,R-10(D), , ,"P03-10;P04-16",127.88032491,2003/06/09 05:00:00+00,,,,RS-10,RES_LOW_DENSITY,RS-10(D),(D), 8 - RS-10,,,{E59E889F-55B4-4567-B8C4-0F94908D19EB},5570449.59692383,13631.9484686776
1211,SC, ,0, ,SC, , , ,10.72274277,,,,,CC,COMMERCIAL,CC, ,16 - CC,,,{99354D50-5D61-415F-9D26-0D0B2D86464A},467081.219604492,3447.4252222284
1212,RM-12, ,0, ,RM-12, , , ,0.17227024,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{84234C5B-15B1-49C8-BAF2-7250F6C64A1F},7504.068359375,429.349309617066
1213,GC, ,0,Z1400011,GC(D),Wadeg, ,"P99-81;P00-32",15.63691786,,2015/04/06 05:00:00+00,2015/04/08 05:00:00+00,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{3796A6C4-9B5D-4DF7-BAF5-FEA7FB6736CD},681142.01940918,4720.30948713544
1214,NC, ,0, ,NC, , , ,4.41350229,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{655EECE7-54DD-4CB5-87E3-D2F493EBC72E},192251.561035156,2582.7084049987
1215,RM-12, ,0, ,RM-12, , , ,0.30367883,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{C506F2A4-F69D-495A-8F6E-4BD76EEA1CC0},13228.2084960938,529.165155975186
1216,NC, ,0,Z06-39,NC, , ,P04-52,75.442909,2007/10/22 05:00:00+00,2007/12/17 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 2.240,(D), 2 - PDR-LDR (2 - 4 du/ac),2007/10/22 05:00:00+00,PDR-LDR,{3FD908E5-8F50-4D8F-B668-DD71555CEEA8},3286282.8762207,9261.68940049883
1217,R-10, ,0, ,R-10, , ,P02-07,137.69066895,,2002/06/03 05:00:00+00,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{68CE0AA2-B010-4C5C-B3F0-C1C306EE5A3F},5997786.8503418,10865.7021762305
1218,NC, ,0, ,NC,Alex,Mapped incorrectly per case P00-03, ,3.35583202,,,,2003/10/20 05:00:00+00,CN,COMMERCIAL,CN, ,17 - CN,,,{D8851563-447D-4B49-A498-1ADF067DEF61},146179.587524414,1606.05774320076
1219,R-8, ,0, ,R-8, , , ,9.74627643,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{8A27D1B3-C50A-4AC8-BAE1-147B0EA2191F},424546.478149414,3396.51131581131
1220,PDR,Y,1.44000005,P94-54,PDR   1.440, , , ,1143.29788142,1995/09/29 05:00:00+00,,,,PDR,RES_LOW_DENSITY,PDR 1.440,(D), 1 - PDR-VLR (< 2 du/ac),,PDR-VLR,{7C968898-5387-4926-B676-66A5500FA7E5},49801900.5336914,38331.8619537004
1221,R-8, ,0,,R-8, , ,P87-32,82.23934096,,1987/07/27 05:00:00+00,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{D9830103-7071-427B-A0BA-5EFAD8FF2744},3582334.5300293,10529.5387534487
1222,NC, ,0, ,NC, , , ,6.41061274,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{DB9A9087-4647-4EBB-AD96-25F1D6053C67},279245.420898438,2382.70214451001
1223,RM-12, ,0, ,RM-12, , , ,0.41833535,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{DC0405F2-C984-45AD-9332-CF6587E89B19},18222.6307373047,542.872441998781
1224,PDR,Y,2.50999999,P93-47,PDR   2.510, , ,Annexation,7.93089826,1988/03/14 05:00:00+00,1993/08/16 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 2.510,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{CAFD0E78-B50D-4511-9E6B-6F22F98F95FE},345468.85144043,2388.33330651008
1225,OI-2, ,0,P00-44,OI-2(D), , , ,1.97830367,,2000/11/20 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{FC9BEA12-C236-4AFA-B636-DCBEAFA9B223},86174.6390380859,1169.44761237525
1226,I-2, ,0,P77-09,I-2, , , ,0.60818474,,,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{75A4D1F7-D30D-4CD7-A57F-241FFBD3C5C9},26492.4449462891,791.341231153697
1227,PDR, ,4,Z1200008,PDR,Wadeg,RS-20 to PDR 4.000,"P80-22;P83-45;P91-55;P91-59;P93-31;P02-44;P03-68",4.45521484,,2012/09/04 05:00:00+00,2012/09/05 05:00:00+00,,PDR,RES_MEDIUM_DENSITY,PDR 4.000,(D), 3 - PDR-MDR (4 - 8 du/ac),,,{ED4E9E97-314F-4EE6-BA8D-FFF1BF88B1FF},194068.553466797,2074.5666708651
1228,GC, ,0, ,GC, , , ,3.08274208,,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{9C7147BD-FB3D-4090-AB81-255F82D81F0C},134283.826782227,1629.61436754205
1229,RM-12, ,0,P01-18,RM-12(D), , ,"P97-34;P98-30",21.08218943,,2001/04/16 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,,,{0FEB99A7-652F-4543-AFC6-F9FB94590CD7},918337.309814453,4385.51639878367
1230,R-3, ,0,,R-3, , ,"P84-15;P93-78",50.06382379,,1994/02/21 05:00:00+00,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{80EBB76E-745F-40F8-BB59-9FEF43B931DB},2103348.63415527,10717.8181736965
1231,I-1, ,0,P91-51,I-1(D), , ,"P87-54;P89-20",27.15048828,,1991/11/18 05:00:00+00,,,IP,INDUSTRIAL,IP(D),(D),22 - IP,,,{6AE3710B-237B-4D78-B861-9EECD9F0129A},1182671.5847168,4684.96073748104
1232,OI-2, ,0, ,OI-2, , ,P87-54,14.12199766,,,,,OI,OFFICE_INSTITUTIONAL,OI, ,18 - OI,,,{3ADFA9D0-AD08-4AB8-8E22-179FFDBB3C32},615152.301269531,4256.22044270981
1233,PDR,Y,10,P72.41,PDR  10.000, , , ,21.39740031,,1989/10/16 05:00:00+00,,,PDR,RES_HIGH_DENSITY,PDR 10.000,(D), 4 - PDR-HDR (8 - 12 du/ac),,PDR-HDR,{664ACE21-55FB-41B8-BDE2-87CE0B0169CF},932067.853271484,4577.88812342758
1234,PDR,Y,0.31999999, ,PDR   0.320, , ,PUD 6-11-84,164.19751577,,,,,PDR,RES_LOW_DENSITY,PDR 0.320,(D), 1 - PDR-VLR (< 2 du/ac),,PDR-VLR,{0540E65B-198E-435E-B523-724AFB902506},7152421.49975586,11947.3654906415
1235,NC, ,0, ,NC, , ,P87-54,20.4594322,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{47531C2C-749D-49AF-87CC-995D1EF30FBE},891210.089355469,4511.04697756926
1236,R-20, ,0, ,R-20, , , ,8.81598917,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{14165736-6BF2-47FB-9337-E5559F4958C4},384023.292236328,3211.51841255421
1237,PDR,Y,4.80000019,P03-32,PDR 4.8, , ,"P85-47;P86-42;P87-75;P92-54",44.14772278,,2003/10/20 05:00:00+00,,,PDR,RES_MEDIUM_DENSITY,PDR 4.800,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{22720402-B65F-4B1F-8854-C54B235D6976},1923068.81237793,8434.621894605
1238,RD, ,0,Z05-31,RD, , ,Z05-31A,77.49485699,,2006/04/03 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 2.310,(D), 2 - PDR-LDR (2 - 4 du/ac),2006/11/20 05:00:00+00,PDR-LDR,{50733574-3601-4BD1-93B4-35D9EADDCCE3},3375665.45056152,12964.9247025731
1239,RM-12, ,0, ,RM-12, , ,1994 Merger,0.20391841,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{C94CA8B6-17DC-4C2D-88AC-CB863B20676C},8882.658203125,386.407769140773
1240,MU, ,0,Z1400035,MU(D),Wadeg, ,"P81-39;P81-35",4.40539097,,2015/06/01 05:00:00+00,2015/06/05 05:00:00+00,,MU,MIXED_USE,MU,(D),23 - MU,,,{35EF6561-67FC-4B59-A2A9-BC8C4E22F918},191898.232421875,1838.08558967113
1241,PDR,Yes,8,Z1200009,PDR 8.000,Wadeg,RR to PDR 8.000, ,34.10044545,,2013/02/20 05:00:00+00,2012/11/26 05:00:00+00,2007/07/20 05:00:00+00,PDR,RES_HIGH_DENSITY,PDR 8.000,(D), 4 - PDR-HDR (8 - 12 du/ac),,,{86FF51E1-981A-4838-84CB-0D47D05FB2D5},1485410.77453613,5867.56349289039
1242,I-2, ,0,Z1100031,I-2(D), , ,"P01-07;P02-29,Z06-06",26.21066855,,2006/05/01 05:00:00+00,,,RS-M,RES_HIGH_DENSITY,RS-M(D),(D),10 - RS-M,2006/05/01 05:00:00+00,,{A7D294D8-BB64-4B30-B289-7058D205FCA6},1141733.1640625,4380.93322574167
1243,RD, ,0, ,RD, , , ,59.8509802,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{E6DFDDE7-CFFE-47D2-9BE6-AF20DC836F49},2607100.57421875,8547.30354919385
1244,RD, ,0, ,RD, , , ,5.23917752,,,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{142273B2-DE45-41C8-91EF-30D988548555},228217.861938477,1906.73528621378
1245,R-3, ,0,,R-3, , ,"P84-15;P93-78",6.76034878,,1994/02/21 05:00:00+00,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{EBF5E8AD-4B05-41F8-AC25-05D3613E1488},294479.875366211,3555.76226681418
1246,CT, ,0, ,CT, , , ,9.28931917,,,,,IL,COMMERCIAL,IL, ,21 - IL,,,{7796B8E9-2E99-47F3-B5B6-C6F875335898},404641.482543945,2820.83381909374
1247,PDR,Y,2.24,P92-15,PDR   2.240, , ,P04-52,160.74009397,,1992/08/03 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 2.240,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{EFE933C7-3FFC-4240-B9B0-63792CB4F9AE},7001816.67590332,13238.1804418372
1248,NC, ,0, ,NC, , , ,6.63286798,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{31E59BD0-CE61-49EB-B03C-010B08E3E7EC},288926.827880859,2996.15410045494
1249,R-5, ,0, ,R-5, , , ,142.43221548,,,,,RU-5,RES_MEDIUM_DENSITY,RU-5, ,11 - RU-5,,,{F74DB34D-ECA2-4ECF-ABF6-6EDDB6DD45F1},6204327.97314453,15972.9298717165
1250,GC, ,0, ,GC, , , ,4.5580699,,,,,CG,COMMERCIAL,CG, ,19 - CG,,,{9279D496-0A58-4A4A-8076-F1A9782BEB64},198548.906494141,1888.74352884874
1251,GC, ,0,Z0800037,GC(D),LDW ,CN(D) & RS-20 to CN(D) ,"P77-03;P85-86;P93-39;P90-10; Z1700014",4.6534184,1990/04/09 05:00:00+00,2017/11/20 05:00:00+00,2017/12/04 05:00:00+00,,CN,COMMERCIAL,CN(D),(D),17 - CN,2009/08/03 05:00:00+00,,{79644D17-549B-49CC-8EA7-5476AFB64E4B},202702.273803711,2290.79344139885
1252,PDR,Y,7.11999988,P96-84,PDR   7.120, , ,P87-54,74.50810053,,1997/04/07 05:00:00+00,,,PDR,RES_MEDIUM_DENSITY,PDR 7.120,(D), 3 - PDR-MDR (4 - 8 du/ac),,PDR-MDR,{E03A7C39-0D9D-4DF3-97EB-BFE948D96369},3245562.74536133,8535.80391698973
1253,R-3, ,0,,R-3, , ,P91-27,8.28390422,,,,,RU-5(2),RES_HIGH_DENSITY,RU-5(2), ,12 - RU-5(2),,,{47ED6CCE-26D5-4CE1-992A-FBC769670729},360845.743530273,3387.64421679229
1254,I-2, ,0, ,I-2(D), , ,"P98-82;P96-63B;P99-07",2.02846214,,1997/02/03 05:00:00+00,,,IL,INDUSTRIAL,IL(D),(D),21 - IL,,,{89EC16A9-BECB-469C-B3A7-0663ADEF5962},88359.5357666016,1290.58139061652
1255,RM-20, ,0,Z1100016,RM-20,Wadeg , ,Z06-53,12.3233816,2011/11/28 05:00:00+00,,2011/11/30 05:00:00+00,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{40BA75CD-4103-4444-AF46-780612BEFE8A},536804.829711914,3450.51284961787
1256,RM-12, ,0, ,RM-12, , , ,0.38864575,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{F1FCFAE7-7E48-494F-AD7A-894D361C9FA1},16929.3560791016,638.389620351009
1257,PDR,Y,3.86999988,P03-19,PDR 3.87, , ,"P97-34;P99-35",45.27815676,,2003/06/17 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.870,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{6E45446F-361F-4482-85CB-6504731C52CF},1972310.36340332,6009.65443879365
1258,NC, ,0, ,NC, , , ,6.10092883,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{F1D237DD-92CC-4F4C-AC1C-6C1C6D200D0E},265755.632080078,2637.0123848224
1259,RM-12, ,0, ,RM-12, , , ,45.61594133,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{6874404E-4C90-4088-B334-E81C78F2EA4B},1987024.21313477,6810.36146949508
1260,NC, ,0,P81-40,NC(D), , , ,1.24795947,,1981/09/08 05:00:00+00,,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{47A66650-34D9-4992-A072-1CA7357F3A97},54360.9449462891,937.459581213662
1261,R-10, ,0,P93-59,R-10, , , ,40.60984308,,1993/10/18 05:00:00+00,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{832D6B15-D323-4899-9A78-8960F0054659},1768959.25256348,5782.24511439647
1262,NC, ,0, ,NC, , , ,1.03733017,,,,,CN,COMMERCIAL,CN, ,17 - CN,,,{477E3531-5CA2-4E84-B0CC-822B16B66B24},45185.9613037109,853.241540127637
1263,I-2, ,0,,I-2, , , ,99.94923747,,1975/08/04 05:00:00+00,,,IL,INDUSTRIAL,IL, ,21 - IL,,,{4E443583-DE37-4F01-996E-6F1FA52EC24C},4353775.21789551,9112.04726038719
1264,GC, ,0,P84-72,GC(D), , , ,1.88618042,,,,,CG,COMMERCIAL,CG(D),(D),19 - CG,,,{A50B0E73-C851-4CE8-AE5D-86AF607E55C5},82161.7630615234,1235.36633975417
1265,RM-20, ,0, ,RM-20, , , ,0.77192558,,,,,RU-M,RES_HIGH_DENSITY,RU-M, ,13 - RU-M,,,{D4A6BA09-8388-4007-BEA4-17E629FD395A},33624.9735107422,735.4646900358
1266,RM-12, ,0, ,RM-12, , , ,0.20999132,,,,,RS-M,RES_HIGH_DENSITY,RS-M, ,10 - RS-M,,,{595F1E8D-0FD9-4DC9-BCCE-6029E811201A},9147.19311523438,466.009310162071
1267,I-2, ,0, ,I-2(D), , ,"P91-17;P92-22;P92-56",19.3024083,,1993/01/19 05:00:00+00,,,IL,INDUSTRIAL,IL(D),(D),21 - IL,,,{659895A8-BCCA-43A5-AE7C-9C8520A6130C},840810.285522461,4327.78575843881
1268,SC, ,0,P97-64,SC(D), , ,"P79-07;P80-01;P85-29;P85-36;P87-07",34.8071054,,1998/01/20 05:00:00+00,,,CC,COMMERCIAL,CC(D),(D),16 - CC,,,{61359E99-0922-4A87-BF94-924C9296DE9B},1516192.7869873,5310.64947482967
1269,NC, ,0,Z1200026,NC(D),Wadeg, ,P03-27,3.50371288,,2003/09/15 05:00:00+00,,,CN,COMMERCIAL,CN(D),(D),17 - CN,,,{7CF01FDD-5DB4-4F8A-8EA6-B7AA1BACD810},152621.257202148,2161.81133314373
1270,UC, ,0, ,UC, , , ,0.00074448,,,,,UC, ,UC, ,25 - UC,,,{1AE8A5F6-ABA8-42F7-921C-1E741F736052},32.4293212890625,1057.7533872603
1271,R-10, ,0, ,R-10, , , ,0.71269599,,,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{56B30CB6-DAB2-4328-BF35-80A4B0BF3195},31044.9405517578,739.558670144759
1272,R-20, ,0,Z1500042,R-20,LDW , ,P87-54,8.84236431,,2016/12/05 05:00:00+00,2016/12/07 05:00:00+00,,RS-20,RES_MEDIUM_DENSITY,PDR 5.918,(D) , 3 - PDR-MDR (4 - 8 du/ac),,,{31DE00DC-F451-4220-85F1-2ABBBF587266},385172.188964844,2575.48645373261
1273,I-2, ,0,P04-03,I-2(D), , , ,5.39952097,,2004/05/03 05:00:00+00,,,IL,INDUSTRIAL,IL(D),(D),21 - IL,,,{D1A12DB8-2747-42CE-B1EB-952D38FBFB5F},235202.400756836,2246.65054447918
1274,R-20, ,0, ,R-20, , , ,55.7520527,,,,,RS-20,RES_LOW_DENSITY,RS-20, , 7 - RS-20,,,{CB6E5F16-6667-4BC4-A487-B0108274B2F3},2428551.84667969,7767.68279199073
1275,OI-2, ,0,P97-48,OI-2(D), , , ,2.40556699,,1997/09/15 05:00:00+00,,,OI,OFFICE_INSTITUTIONAL,OI(D),(D),18 - OI,,,{48E78CC7-65D2-44FC-ADA2-5ED1FA06824D},104786.171630859,1479.78915427747
1276,PDR,Y,3.0999999,P00-94,PDR 3.1, , ,P00-38,90.19863445,,2001/02/19 05:00:00+00,,,PDR,RES_LOW_DENSITY,PDR 3.100,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{43904CF1-B900-4771-BBD4-1678D4584A55},3929040.27294922,12602.399088443
1277,PDR,Y,2.72,P04-67,PDR 2.72,Wade,created new polygon for area,P04-55,135.76715186,,2005/10/03 05:00:00+00,2005/10/04 05:00:00+00,,PDR,RES_LOW_DENSITY,PDR 2.720,(D), 2 - PDR-LDR (2 - 4 du/ac),,PDR-LDR,{BFEF9457-2F2A-4CC1-AC21-21412E119D4C},5913998.70666504,19474.4531174173
1278,RD, ,0,,RD, , ,P97-34,8.71895828,,1997/07/21 05:00:00+00,,,RR,RES_RURAL_DENSITY,RR, , 6 - RR,,,{D205AFB9-9C4D-4768-BD30-A57E22DD4498},379796.639282227,2469.35933058653
1279,R-15, ,0, ,R-15, , , ,19.82809681,,,,,RS-10,RES_LOW_DENSITY,RS-10, , 8 - RS-10,,,{6D9E811C-5B50-4ACE-91CF-AA7B38B693DA},863709.205444336,4781.53288002152
1280,R-8, ,0, ,R-8, , , ,5.02256487,,,,,RS-8,RES_MEDIUM_DENSITY,RS-8, , 9 - RS-8,,,{AEEBA019-F72D-482C-9C35-D9103667D524},218782.243652344,3224.90052330171
1281,CT, ,0,P94-44,CT(D), , , ,1.89185557,1995/07/10 05:00:00+00,,,,IL,COMMERCIAL,IL(D),(D),21 - IL,,,{3851FCEF-A00D-43A2-9943-65E5961FB59E},82408.9719238281,1240.45462357789
1282,R-20, ,0,P95-34,R-20(D), , ,P94-20,63.97195843,1996/01/22 05:00:00+00,1995/03/27 05:00:00+00,,,RS-20,RES_LOW_DENSITY,RS-20(D),(D), 7 - RS-20,,,{6226AF17-62EB-4B2E-8218-90D39A35EF4E},2786609.82714844,6859.27246835949
